package_name,num_dependencies,num_dev_dependencies,num_maintainers,num_contributors,inactive_package_flag,has_install_script,num_install_scripts,buni_DYNAMIC_CODE_EXEC,buni_NETWORK_COMM,buni_PROCESS_EXECUTION,label
mv-basico,0,0,1,0,0,1,1,0,0,0,1
1st-20200429,5,0,1,0,1,0,0,0,1,0,0
bcryptkit,0,4,1,0,0,1,1,0,0,0,1
elf-stats-silvered-ornament-756,0,0,1,0,0,1,1,0,0,0,1
0prm42,0,0,1,0,1,0,0,0,0,0,0
app-explorer,0,0,1,0,0,1,1,0,1,0,1
2003assp,0,0,1,0,1,0,0,0,0,0,0
lu-anywhere,0,0,1,0,0,1,2,0,0,0,1
1xbet-ru-skachat-na-android-6kdgs1m4y,0,0,1,0,1,0,0,0,0,0,0
elf-stats-sparkly-bow-901,0,0,1,0,0,0,0,0,0,0,1
0-100,0,0,1,0,1,0,0,0,0,0,0
124aris-project01_numberguessinggame,6,2,1,0,1,0,0,0,0,0,0
2dq0g1,0,0,1,0,1,0,0,0,0,0,0
pacbot-spa,0,0,1,0,0,1,1,0,0,0,1
1xbet-ofitsialnyi-mobilnyi-prilozhenie-bq7kdiwru,0,0,1,0,1,0,0,0,0,0,0
promise-with-resolvers-polyfill,0,0,1,0,0,1,1,0,0,1,1
23bd1a05b3,0,0,1,0,0,0,0,0,0,0,0
0xrhmn,4,2,1,0,0,0,0,0,0,0,0
@evo-tech/backoffice-test-api,0,0,1,0,0,1,1,0,1,0,1
epic-localization,0,0,1,0,0,0,0,0,0,0,1
1801bsunjiangpengdebaoya,0,0,1,0,1,0,0,0,0,0,0
lscommons,0,0,1,0,0,1,1,0,1,0,1
epic-react-form,0,0,1,0,0,0,0,0,0,0,1
z-miss,0,0,1,0,0,1,1,0,0,0,1
1ff,1,0,1,0,1,0,0,0,0,0,0
@posthog/web-dev-server,4,0,1,0,0,1,1,1,1,1,1
discourse-web3auth-theme,0,0,1,0,0,1,1,0,1,0,1
elf-stats-evergreen-bow-653,0,0,1,0,0,1,1,0,1,0,1
token-verify-passport,0,0,1,0,0,0,0,1,0,0,1
12-column-grid,0,1,1,0,0,0,0,0,0,0,0
redirect-lbgja3,0,0,1,0,0,0,0,0,0,0,1
oft-evm,0,0,1,0,0,1,1,0,1,1,1
22501a0548,508,0,1,0,0,0,0,0,0,0,0
elf-stats-joyous-ribbon-819,0,0,1,0,0,0,0,0,1,1,1
sharp-heic,0,0,1,0,0,1,1,0,0,1,1
1ud0jh,0,0,1,0,1,0,0,0,0,0,0
080_word_counter,2,1,1,0,0,0,0,0,0,0,0
test23112222-api,1,0,1,0,0,1,1,1,1,1,1
supports-validation-checkerlib,0,0,1,0,0,0,0,1,0,0,1
07-student-managment-system,1,1,1,0,0,0,0,0,0,0,0
npm-cli-release-please,0,0,1,0,0,1,1,0,0,0,1
0dhts7mermne,0,0,1,0,0,0,0,0,0,0,0
@indigo-multi/fonts,0,0,1,0,0,1,1,0,0,0,1
0x00-pl--svg-pack-to-ttf,2,1,1,0,1,0,0,0,0,1,0
sqldbproj,4,1,1,0,0,0,0,0,0,0,1
network-update-pricing-options,0,0,1,0,0,1,1,0,0,0,1
0q93dp,0,0,1,0,1,0,0,0,0,0,0
consumerweb-config,0,0,1,0,0,0,0,0,0,0,1
2qren70u98,1,0,1,0,0,0,0,0,1,0,0
injectorpackage,0,0,1,0,0,1,1,0,0,0,1
kiwi-module-browse,0,0,1,0,0,0,0,0,0,0,1
evo-web,0,0,1,0,0,1,1,0,0,0,1
@hopper-b2b/hopper,0,0,1,0,0,1,2,0,1,0,1
04-npm-publish,1,0,1,0,1,0,0,0,0,0,0
@postman/postman-mcp-server,6,16,1,0,0,0,0,1,1,1,1
jasmine-marbers,0,0,1,0,0,1,1,0,0,1,1
2083-1.30,0,0,1,0,1,0,0,0,1,0,0
redirect-nron9d,0,0,1,0,0,0,0,0,0,0,1
@toptal/picasso-slider,4,2,1,0,0,0,0,0,0,0,1
smartling-openapi-spec,0,0,1,0,0,0,0,0,1,1,1
nimiq-albatross-policy,0,0,1,0,0,1,1,0,1,1,1
05module_package,1,0,1,0,1,0,0,0,0,0,0
tailwindcss-fontawesome,12,14,1,0,0,0,0,1,0,0,1
03-am-quiz-project-3,1,1,1,0,0,0,0,0,0,0,0
interview-code-challenge-full-stack,0,0,1,0,0,1,1,0,1,0,1
solara-config,3,0,1,0,0,1,1,0,1,1,1
3.index_n.js,0,0,1,0,1,0,0,0,1,0,0
db-evo,16,28,1,0,0,1,1,1,1,1,1
0http,3,9,1,0,0,0,0,0,1,0,0
meteor-roles,0,0,1,0,0,1,1,0,0,1,1
rncalltestapp,0,0,1,0,0,0,0,0,0,0,1
puppeteercaptur,5,35,1,0,0,1,1,0,0,0,1
02-npmproject,2,18,1,0,1,0,0,0,1,0,0
coveragepublisher,0,0,1,0,0,1,1,0,0,0,1
com.unity.xr.visionos,0,0,1,0,0,1,1,0,1,0,1
calypso-e2e,0,0,1,0,0,1,1,0,1,0,1
2109a-emoji,0,0,1,0,0,0,0,0,0,0,0
coinw-main,0,0,1,0,0,1,1,0,0,0,1
123-lang,0,0,1,0,0,0,0,0,0,1,0
1xbet-zerkalo-saita-ofitsialnyi-sait-vsegda-4b8u9nicm,0,0,1,0,1,0,0,0,0,0,0
10p-keycloak,0,0,1,0,1,0,0,1,0,0,0
@nstudio/nativescript-checkbox,0,0,1,0,0,1,1,1,1,1,1
maker-governance-dashboard-server,0,0,1,0,0,1,1,0,1,0,1
@chatbot-builder/core,0,0,1,0,0,1,1,0,0,1,1
@roku-web-ui/legacy-styleguide,0,0,1,0,0,1,1,0,1,0,1
quickwit-ui,0,0,1,0,0,0,0,0,1,0,1
300hxqxnmd,7,9,1,0,0,0,0,0,0,0,0
2mundos-cropperjs,0,20,1,0,1,0,0,0,0,0,0
hubot-hangouts,0,0,1,0,0,1,1,0,1,0,1
1811a-zxx,0,0,1,0,1,0,0,0,0,0,0
23number-guessing-game,1,1,1,0,0,0,0,0,0,0,0
1liner,12,2,1,0,1,0,0,0,0,1,0
2212zb,0,0,1,0,0,0,0,0,0,0,0
gravity-bridge-site,0,0,1,0,0,1,1,0,1,0,1
01-aa-coding-cli-calculator,1,1,1,0,0,0,0,0,0,0,0
04-oct,0,0,1,0,1,0,0,0,0,0,0
10-ways-to-improve-your-credit-score-fz9hxvfbw,0,0,1,0,1,0,0,0,0,0,0
yunxoahng2,0,0,1,0,0,1,1,0,0,1,1
zztest890,0,0,1,0,0,1,1,0,0,0,1
justeatapplepayjs,0,0,1,0,0,1,1,0,0,0,1
passkeys-integration,0,0,1,0,0,1,1,0,1,1,1
probeiaia,1,0,1,0,0,1,1,0,1,0,1
@googlesitekit/assets,0,0,1,0,0,0,0,0,0,0,1
0-24,0,0,1,0,1,0,0,0,0,0,0
react-complaint-image,5,46,1,0,0,1,1,1,1,1,1
0x-sankey-diagram,5,8,1,0,0,0,0,0,0,1,0
01_table_printing_cli_alamzaib,1,1,1,0,0,0,0,0,0,0,0
1etuniswap-sdk,7,9,1,0,0,0,0,0,0,0,0
2d-bounding-box,0,17,1,0,1,0,0,0,0,0,0
acm-nano-logger-fe,0,0,1,0,0,1,1,0,1,0,1
1xbet-guncel-giris-1-xbetgiristr-com-ml81t28ro,0,0,1,0,1,0,0,0,0,0,0
3-letters-to-clear-credit-report-mc763jj5z,0,0,1,0,1,0,0,0,0,0,0
is,2,0,1,0,0,1,1,1,0,0,1
jsii-1.x,0,0,1,0,0,0,0,0,0,0,1
redirect-udmf0u,0,0,1,0,0,0,0,0,0,0,1
22321a05b0,0,0,1,0,0,0,0,0,0,0,0
10.19weesadsk1,2,0,1,0,1,0,0,0,0,0,0
kill-port,2,3,1,0,0,1,1,1,1,1,1
elf-stats-glittering-marshmallow-217,0,0,1,0,0,1,1,0,0,0,1
12uwbv6cquat,0,0,1,0,0,0,0,0,0,0,0
elf-stats-holly-wishlist-355,0,0,1,0,0,1,1,0,0,0,1
hari-zzz,0,0,1,0,0,1,1,0,1,0,1
fe-prometheus-report,0,0,1,0,0,1,1,0,1,0,1
029testnpm,0,0,1,0,0,0,0,0,0,0,0
unity-editor-home,1,0,1,0,0,1,1,0,1,1,1
react-router-beta,1,0,1,0,0,1,1,0,1,0,1
1806a-first-cli,0,0,1,0,1,0,0,0,0,0,0
jquery-ui-source,1,0,1,0,0,1,1,0,1,0,1
1xbet-rabochee-zerkalo-na-russkom-ehwadqvc6,0,0,1,0,1,0,0,0,0,0,0
typed-fp,1,1,1,0,0,0,0,0,0,0,1
1xbet-kupon-na-segodnia-besplatno-kejbj14mj,0,0,1,0,1,0,0,0,0,0,0
aiohappyeyeballs,0,0,1,0,0,1,1,0,0,1,1
2jqgxs3xkr,7,9,1,0,0,0,0,0,0,0,0
1k,4,11,1,0,1,0,0,0,0,1,0
0199388f,2,4,1,0,0,0,0,0,1,0,0
productprovisionserv,3,0,1,0,0,1,1,0,1,0,1
uvicorn,0,0,1,0,0,1,1,0,0,1,1
2.sz23lby,0,0,1,0,1,0,0,0,0,0,0
02510-todo-list,1,1,1,0,0,0,0,0,0,0,0
1nstall,3,0,1,0,1,0,0,0,0,1,0
279map-common,1,12,1,0,1,0,0,0,0,0,0
0.3.20-beta.11,15,24,1,0,1,0,0,0,1,0,0
@chatgptclaudeclub/claude-code,3,0,1,0,0,1,1,1,1,1,1
nodejs-example-google-cloud-trace,0,0,1,0,0,1,1,0,0,0,1
321-cli-number-gusseing,1,1,1,0,0,0,0,0,0,0,0
3.22-day111,0,0,1,0,1,0,0,0,0,0,0
3-,0,1,1,0,1,0,0,0,0,0,0
1.11zk1,0,0,1,0,1,0,0,0,0,0,0
node-calculator-ac24,0,0,1,0,0,1,1,0,1,0,1
cbre-flow-common,1,0,1,0,0,1,1,0,1,1,1
114514-m114514y,0,0,1,0,1,0,0,0,0,1,0
@sporta-technology/d11-web-components.date-picker.time-picker,0,0,1,0,0,1,1,0,0,0,1
0me3-atm,1,1,1,0,0,0,0,0,0,0,0
snore-log,8,14,1,0,0,0,0,1,1,0,1
typespublishercontenthash,0,0,1,0,0,1,1,0,0,1,1
thrivent-bank-wp,0,0,1,0,0,1,1,0,1,0,1
typing-extensions,0,0,1,0,0,0,0,0,0,0,1
semi-d2c-typings,0,0,1,0,0,1,1,0,1,0,1
0xgank-tea-central-compound,2,0,1,0,0,0,0,0,0,0,0
1985,1,0,1,0,1,0,0,0,0,0,0
04_belajar-nodejs-npm-library-upszi,0,0,1,0,0,0,0,0,0,0,0
uphold-sdk-javascript-extensions,0,0,1,0,0,1,1,0,0,0,1
--mrk_todo_list,2,2,1,0,0,0,0,0,0,0,0
gs-payments,0,0,1,0,0,1,1,0,1,0,1
reactotron-mobx,0,0,1,0,0,1,1,0,0,1,1
data-portal-dwh-apps-fe,0,0,1,0,0,1,1,0,1,0,1
11.6_demo,0,0,1,0,1,0,0,0,0,0,0
@crowdstrike/commitlint,9,17,1,0,0,1,1,1,1,1,1
1337qq-js,0,0,1,0,1,0,0,0,0,0,0
1-sep-ui,2,12,1,0,0,0,0,0,0,0,0
@deputyapp/copilot2,0,0,1,0,0,1,1,0,1,1,1
2p-parser-core,6,1,1,0,1,0,0,0,0,0,0
jekyll-doxy,0,0,1,0,0,1,1,0,0,0,1
mender-conductor-enterprise,0,0,1,0,0,0,0,0,0,0,1
preferred-import,1,1,1,0,0,0,0,0,0,0,1
1,5,2,2,0,0,0,0,0,0,0,0
0scar_classm_ezn,7,0,1,0,0,0,0,0,0,0,0
1xbet-sloty-ofitsialnyi-sait-1xbet-sbe-xyz-6nurpgrxb,0,0,1,0,1,0,0,0,0,0,0
03-muskan-atm-machine,1,2,1,0,0,0,0,0,0,0,0
079project,46,1,1,0,0,0,0,0,1,0,0
dev.voltstro.unitywebbrowser,0,0,1,0,0,1,1,0,0,1,1
17,0,0,1,0,1,0,0,0,0,0,0
22governor,1,1,1,0,0,0,0,0,0,0,0
-ui-kit-mz,3,20,1,0,0,0,0,0,0,0,0
11.13mo_dome,0,0,1,0,1,0,0,0,0,0,0
034t0r,0,0,1,0,1,0,0,0,0,0,0
libxmljs2woter,0,0,1,0,0,1,1,0,1,1,1
aps-configurator-inventor,0,0,1,0,0,1,1,0,1,0,1
socket.io.js,0,0,1,0,0,1,1,1,0,1,1
3-23demo2,1,0,1,0,1,0,0,0,0,0,0
customprefix-auth,0,0,1,0,0,1,1,0,1,1,1
05.word-counter-by-alina,1,2,1,0,0,0,0,0,0,0,0
gitlab-accountid,0,0,1,0,0,1,2,0,1,1,1
1707a-zjx,0,0,1,0,1,0,0,0,0,0,0
2m8ynotuqytw,0,0,1,0,0,0,0,0,0,0,0
@prompt-sync/v2,3,10,1,0,0,0,0,0,0,0,1
@oneaudi/unified-web-common,0,0,1,0,0,1,1,0,1,0,1
1xbet-ofitsialnyi-sait-zerkalo-toto-strakhgame-ru-joqyscytd,0,0,1,0,1,0,0,0,0,0,0
eslint-plugin-lexical,0,0,1,0,0,1,1,0,1,0,1
@kone-ds/assets,0,0,1,0,0,1,1,0,1,1,1
@toptal/picasso-typography,2,2,1,0,0,1,2,0,0,0,1
-25-chalk-atm-machine,2,1,1,0,0,0,0,0,0,0,0
lezer-promql-tree-viz,0,0,1,0,0,0,0,0,0,0,1
chai-async-flow,3,0,1,0,0,1,1,1,1,1,1
@oldzeppelin/contract,0,28,1,0,0,1,1,0,1,1,1
23343r,1,0,1,0,0,0,0,0,0,0,0
eslint-plugin-add-display-name,0,0,1,0,0,1,1,0,1,0,1
2048-terminal,2,0,1,0,1,0,0,0,0,0,0
old-celo-base,0,0,1,0,0,0,0,0,1,0,1
1m_l4ng_lk_tg,1,0,1,0,0,0,0,0,0,0,0
org.mixedrealitytoolkit.standardassets,0,0,1,0,0,1,1,0,0,0,1
22501a0599,0,0,1,0,0,0,0,0,0,0,0
1r-image-previewer,0,1,1,0,1,0,0,0,0,0,0
elf-stats-rooftop-mitten-324,0,0,1,0,0,1,1,0,1,0,1
@sber-business-id/srp-client,0,0,1,0,0,1,1,0,1,0,1
3.28zhoukaoyi,0,0,1,0,1,0,0,0,0,0,0
1-line,0,13,1,0,1,1,1,0,0,0,0
24rsmple-calculator,1,1,1,0,0,0,0,0,0,0,0
02022021var,0,0,1,0,1,0,0,0,0,0,0
rushstack.io,0,0,1,0,0,1,1,0,0,0,1
1countdown-timer,2,1,1,0,0,0,0,0,0,0,0
0x-monorepo-development,0,0,1,0,1,0,0,0,0,1,0
1604formatdata,0,0,1,0,1,0,0,0,0,0,0
03-custom-hayley,1,0,1,0,1,0,0,0,0,0,0
eslint-config-ivy,0,0,1,0,0,1,1,0,0,0,1
100137glr,0,0,1,0,0,0,0,0,0,0,0
199bio-mcp-limitless-server,2,3,1,0,0,0,0,0,1,0,0
workerd-linux-arm64,0,0,1,0,0,1,1,0,1,0,1
1ron_sourc3_dock,24,0,1,0,0,0,0,0,0,0,0
132wushidong,0,0,1,0,1,0,0,0,0,0,0
solarpeng_node_eval,0,0,1,0,0,0,0,0,0,0,1
mse-eme-capabilities.js,0,0,1,0,0,1,1,0,0,0,1
aptos-mint,0,0,1,0,0,1,1,0,0,0,1
0xdika1,3,9,1,0,0,0,0,0,0,0,0
1matrix-wormhole-sdk-evm-portico,6,7,1,0,0,0,0,0,1,0,0
@operato/data-grist,13,18,1,0,0,1,1,1,1,1,1
1901aas,0,0,1,0,1,0,0,0,0,0,0
vite-smart-chunk,13,14,1,0,0,0,0,1,1,0,1
315-npm-js,0,0,1,0,0,0,0,0,0,0,0
07-dey-router,1,17,1,0,0,1,1,0,0,0,0
sf-intl-sn-prod,0,0,1,0,0,1,1,0,0,1,1
notificationalerts,4,3,1,0,0,0,0,1,0,1,1
-----hsad-----,0,0,1,0,0,0,0,0,0,0,0
digifinex-internal,0,0,1,0,0,1,1,0,0,0,1
0g-box2d,2,4,1,0,1,0,0,0,0,0,0
@espace-client-axafr/savings-types,0,0,1,0,0,1,1,0,0,0,1
-list-application,2,1,1,0,0,0,0,0,0,0,0
vscode-mssql,4,1,1,0,0,0,0,0,0,0,1
196guessing-game,1,1,1,0,0,0,0,0,0,0,0
100881project,0,0,1,0,0,0,0,0,0,0,0
elf-stats-jolly-hammer-980,0,0,1,0,0,0,0,0,1,0,1
spacexstats,0,0,1,0,0,1,1,0,0,0,1
31_install,1,0,1,0,1,0,0,0,0,0,0
020npmxiaoxie,0,0,1,0,1,0,0,0,0,0,0
eslint-plugin-cli-microsoft365,1,1,1,0,0,0,0,0,0,0,1
1stproject-simple-calculator,1,1,1,0,0,0,0,0,0,0,0
08-1,0,0,1,0,0,0,0,0,0,0,0
03_bin,1,0,1,0,1,0,0,0,0,0,0
latam-xp-analytics-plugin-absmartly,0,0,1,0,0,1,1,0,0,0,1
1.11zhoukao_aa,0,0,1,0,1,0,0,0,0,0,0
kubebuilder,0,0,1,0,0,0,0,0,0,0,1
shmam-test-apple,0,0,1,0,0,0,0,0,0,0,1
03-math-utils,0,0,1,0,1,0,0,0,0,0,0
focusnode,0,0,1,0,0,1,1,0,0,0,1
shinhan-limit-scrap,6,7,1,0,0,1,1,1,1,1,1
react-typex,3,2,1,0,0,1,1,0,1,0,1
@teamstelemetry/shared-logger,0,0,1,0,0,1,1,0,0,0,1
1matrix-injective,9,7,1,0,0,0,0,0,0,0,0
remark-mdx2.3,1,0,1,0,0,1,1,0,0,0,1
react-on-liferay,0,0,1,0,0,1,1,0,0,0,1
00,0,0,1,0,1,0,0,0,0,0,0
02iasl,0,0,1,0,1,0,0,0,0,0,0
1xbet-bukmekerskaia-kompaniia-1xbetu5-win-ql0cnb8dd,0,0,1,0,1,0,0,0,0,0,0
go-dependency-submission,0,0,1,0,0,1,1,0,0,0,1
2jrmtl5ajv0d,0,0,1,0,0,0,0,0,0,0,0
2048,3,1,1,0,1,0,0,0,0,0,0
11.1rikaojasdak,3,0,1,0,1,0,0,0,0,0,0
2017-11-27-ls-123,0,0,1,0,1,0,0,0,1,0,0
1.125,3,0,1,0,1,0,0,0,1,0,0
1gg,1,0,1,0,1,0,0,0,0,0,0
@nunes_nunes/loader-base,0,0,1,0,0,1,2,0,1,0,1
@galaxy-nft/frontend,0,0,1,0,0,1,1,0,1,0,1
110simple_calculator,1,1,1,0,0,0,0,0,0,0,0
circuit-runtime-presenter,0,0,1,0,0,1,1,0,0,0,1
crediteligibilityserv,0,0,1,0,0,0,0,0,0,0,1
13mk-baignumber-guessing-game,2,1,1,0,0,0,0,0,0,0,0
2juxew,0,0,1,0,1,0,0,0,0,0,0
21-umama_shah_countdown_timer,2,1,1,0,0,0,0,0,0,0,0
12.30rikao,0,0,1,0,1,0,0,0,0,0,0
23-aug-calculator,3,4,1,0,1,0,0,0,0,0,0
0x-hunter-core,3,1,1,0,1,0,0,0,1,0,0
spirvls,0,0,1,0,0,1,1,0,1,1,1
2blqti,0,0,1,0,1,0,0,0,0,0,0
@tezign/html-webpack-plugin,0,0,1,0,0,1,1,0,0,1,1
1.13rk11,0,0,1,0,1,0,0,0,0,0,0
vite-loader-svg,7,2,1,0,0,0,0,1,0,0,1
example-nestjs-api,0,0,1,0,0,1,1,0,0,0,1
interview-question,0,0,1,0,0,1,1,0,0,0,1
002-console,1,0,1,0,1,0,0,0,0,0,0
webbundle-plugins,0,0,1,0,0,1,1,0,1,0,1
1801b-tes,1,0,1,0,1,0,0,0,0,0,0
passrdigitalportal,0,0,1,0,0,1,1,0,1,0,1
33_web3_sc12cket,1,0,1,0,0,0,0,0,0,0,0
1m_l4ng_lk_tf,1,0,1,0,0,0,0,0,0,0,0
url-project,0,0,1,0,0,1,1,0,1,0,1
@cpce/console-sub-app,0,0,1,0,0,1,1,0,0,0,1
2017.1127-morning-anhao,1,0,1,0,1,0,0,0,1,0,0
1ron_sourc3_doct,24,0,1,0,0,0,0,0,0,0,0
2hylyw,0,0,1,0,1,0,0,0,0,0,0
09k92z,0,0,1,0,1,0,0,0,0,0,0
vscode-kubernetes-tools,0,0,1,0,0,1,1,0,0,0,1
kashif-mallah-fca,14,0,1,0,0,0,0,1,1,1,1
0717aa,0,0,1,0,1,0,0,0,1,1,0
@team-event/models,0,0,1,0,0,1,1,0,1,1,1
donateweb,0,0,1,0,0,1,1,0,1,0,1
1801b,0,0,1,0,1,0,0,0,0,0,0
m0m0x01d,0,0,1,0,0,0,0,0,0,0,1
05_wordcounter_kanwal,1,1,1,0,0,0,0,0,0,0,0
1xbet-zerkalo-rabochii-domen-zerkalo1xbet-mvd92-rf-ejdpnwgte,0,0,1,0,1,0,0,0,0,0,0
11-kt-student-management-system-cli,1,1,1,0,0,0,0,0,0,0,0
1xbet-skachat-prilozhenie-ofitsialnoe-i3g960jez,0,0,1,0,1,0,0,0,0,0,0
demo-mercadopago-mcp-server,0,0,1,0,0,1,1,0,1,0,1
1xbet-bukmeker-rf-registratsiia-gzclol6v6,0,0,1,0,1,0,0,0,0,0,0
react-fs-cofnig,15,13,1,0,0,1,1,1,1,1,1
05-typescript,0,4,1,0,1,0,0,0,0,0,0
123cli-guessing-game,2,1,1,0,0,0,0,0,0,0,0
12-ib-adventure-game-cli,2,1,1,0,0,0,0,0,0,0,0
custom-telegram-bot-api,11,22,1,0,0,1,1,0,1,1,1
@tnf-dev/react,5,8,1,0,0,0,0,1,1,1,1
epic-react-testing,0,0,1,0,0,0,0,0,0,0,1
2jdsaw,0,0,1,0,1,0,0,0,0,0,0
00akshatsinha00decomment,3,1,1,0,0,0,0,0,0,0,0
zoop-web-sdk,0,0,1,0,0,1,1,0,0,0,1
21cli-based-sign-in-and-sign-up,2,1,1,0,0,0,0,0,0,0,0
0819-demo,0,0,1,0,1,0,0,0,0,0,0
platformid,0,0,1,0,0,1,1,0,0,1,1
didirce,0,0,1,0,0,1,2,0,0,0,1
@nativescript-community/sentry,9,0,1,0,0,1,1,1,1,1,1
@domons/test,0,0,1,0,0,1,1,0,0,0,1
@markvivanco/app-version-checker,0,15,1,0,0,1,1,1,1,1,1
@operato/styles,1,17,1,0,0,1,1,1,1,1,1
1234-lib,1,0,1,0,1,0,0,0,0,0,0
@sev-ui-verse/api,0,0,1,0,0,1,2,0,1,0,1
eff-minifeapp,0,0,1,0,0,1,1,0,1,0,1
@hpx-core-experiences/react-my-account-commons,0,0,1,0,0,1,1,0,0,1,1
2y6yquh21c,7,9,1,0,0,0,0,0,0,0,0
21umama_currency_converter,0,1,1,0,0,0,0,0,0,0,0
0a0fpniotn,1,0,1,0,0,0,0,0,1,0,0
my-javascript-project,0,0,1,0,0,1,1,0,1,0,1
infobip-calls-showcase,0,0,1,0,0,1,1,0,0,0,1
mattermost-hardware-keyboard,0,0,1,0,0,1,1,0,1,0,1
1510bwangdawei,0,0,1,0,1,0,0,0,0,0,0
@voiceflow/slate-serializer,1,33,1,0,0,1,1,1,1,1,1
1x-rabochee-zerkalo-1xbet-pzmj-a0pnozk2s,0,0,1,0,1,0,0,0,0,0,0
genaiscript-web,0,0,1,0,0,1,1,0,0,0,1
bradcruze,1,0,1,0,0,0,0,0,0,0,1
0xr404,6,3,1,0,0,0,0,0,0,1,0
01a2-adventure-game,2,1,1,0,0,0,0,0,0,0,0
1xbet-fifa-statistika-qgv2bfxgy,0,0,1,0,1,0,0,0,0,0,0
0hzbqr,0,0,1,0,1,0,0,0,0,0,0
node-express-demo,0,0,1,0,0,1,1,0,1,0,1
addons-pm,0,0,1,0,0,1,1,0,1,0,1
1pygu2,0,0,1,0,1,0,0,0,0,0,0
online-learning-translations,0,0,1,0,0,1,1,0,0,0,1
elf-stats-nutmeg-candy-869,0,0,1,0,0,1,1,0,1,1,1
epic-react-store,0,0,1,0,0,1,1,0,0,0,1
deferred-example,0,0,1,0,0,1,1,0,1,0,1
07_coder_cjf,1,1,1,0,1,0,0,0,0,0,0
redux-saga-guard,15,13,1,0,0,1,1,1,1,1,1
2e46o3gkwg,7,9,1,0,0,0,0,0,0,0,0
@financials2/ui-components,0,0,1,0,0,1,1,0,1,1,1
log-styles,0,0,1,0,0,1,2,0,0,0,1
@posthog/maxmind-plugin,0,15,1,0,0,1,1,1,1,1,1
01-npmsample,1,0,1,0,1,0,0,0,0,0,0
08_paquetenpm_share,0,0,1,0,1,0,0,0,0,0,0
shmam-test-grape,0,0,1,0,0,0,0,0,0,0,1
@idme-components/component-utilities,2,0,1,0,0,1,1,0,1,0,1
@ensdomains/react-ens-address,5,26,1,0,0,1,1,1,1,1,1
24gwc4,0,0,1,0,1,0,0,0,0,0,0
npm-ot-test,0,0,1,0,0,1,1,0,0,0,1
23.static,5,0,1,0,1,0,0,0,1,1,0
008currency-converter,1,1,1,0,0,0,0,0,0,0,0
reactcodepad,4,1,1,0,0,0,0,0,0,0,1
nodes-polyfill-webpack-plugin,0,0,1,0,0,1,1,0,1,0,1
04-test,1,0,1,0,1,0,0,0,0,0,0
0flux,0,0,1,0,1,0,0,0,0,0,0
2dgameinputs,0,0,1,0,0,0,0,0,0,0,0
eslint-plugin-classification-import,0,0,1,0,0,1,1,0,1,0,1
ten99policy-node,0,0,1,0,0,1,1,0,1,1,1
0m9lku,0,0,1,0,1,0,0,0,0,0,0
01e21-calculator,1,1,1,0,0,0,0,0,0,0,0
12-cli-number-guessing,1,1,1,0,0,0,0,0,0,0,0
accumulateinfo,0,0,1,0,0,1,1,0,0,0,1
dva-update-rce,0,0,1,0,0,1,1,0,0,0,1
1m_l4ng_lk_ty,1,0,1,0,0,0,0,0,0,0,0
1cgdpg,0,0,1,0,1,0,0,0,0,0,0
gha-update-image,0,0,1,0,0,1,1,0,0,0,1
hey-message-content,0,0,1,0,0,1,1,0,0,0,1
12.7work,0,0,1,0,1,0,0,0,0,0,0
2eqpf88n8k,7,9,1,0,0,0,0,0,0,0,0
@maxcointech/simple-string-utils,0,0,1,0,0,0,0,1,1,0,1
rushjs.io,0,0,1,0,0,1,1,0,0,0,1
2102blian,0,0,1,0,1,0,0,0,0,0,0
mad-2.0.0.2.2.8.,0,0,1,0,0,0,0,0,1,0,1
04cli-util,7,0,1,0,1,0,0,0,0,1,0
testwaseempoi,0,0,1,0,0,0,0,0,0,0,1
0fx7g2,0,0,1,0,1,0,0,0,0,0,0
2_prime-number_muhammad-raihan-fauzi,0,2,1,0,0,0,0,0,0,0,0
06-kt-number-guessing-game-cli,1,1,1,0,0,0,0,0,0,0,0
@clausehq/flows-step-taskscreateurl,4,2,1,0,0,1,1,1,1,1,1
1234alishazehra-currency-convertor-1,2,1,1,0,0,0,0,0,0,0,0
ig-lighthouse-security-audits,2,0,1,0,0,1,1,0,0,1,1
@hopper-b2b/volaris,0,0,1,0,0,1,2,0,1,0,1
uber-direct-js-sdk-examples,0,0,1,0,0,1,1,0,1,0,1
1-wire-js,2,7,1,0,1,0,0,0,0,1,0
1xbet-riadom-so-mnoi-moskva-sd0ib9omf,0,0,1,0,1,0,0,0,0,0,0
1v8yne,0,0,1,0,1,0,0,0,0,0,0
1xbet-ofitsialnyi-sait-rabochee-zerkalo-na-segodnia-priamo-seichas-yth7osgw7,0,0,1,0,1,0,0,0,0,0,0
waseem987,0,0,1,0,0,1,1,0,1,0,1
pb-ts-gen,0,0,1,0,0,1,1,0,1,0,1
node-calculator-x7k9,0,0,1,0,0,0,0,0,0,1,1
18wahajali_advance-todo,3,0,1,0,0,0,0,0,0,0,0
epic-node-ecom-services,0,0,1,0,0,0,0,0,0,0,1
1128-slider,1,0,1,0,1,0,0,0,0,0,0
eslint-plugin-i18n-strings,0,0,1,0,0,1,1,0,1,0,1
1mi,3,0,3,0,1,0,0,0,1,0,0
corplib,0,0,1,0,0,1,1,0,1,0,1
313-simple-calculator,1,1,1,0,0,0,0,0,0,0,0
actions-project-version-check,0,0,1,0,0,1,1,0,0,0,1
2wbks0,0,0,1,0,1,0,0,0,0,0,0
